"CASE","language","scenario","question","text","robot_label"
847,"EN","am","open_1","I find it aceptable becasue of the joy and freedom it may bring to those who have limited mobility. It also requires humaninteraction and supervision.","Assisting with Mobility"
847,"EN","am","open_2","The risk here again is that employers may use it to justify reducing human workforce.","Assisting with Mobility"
847,"EN","am","open_3","Developers need to make sure it does not replace humans","Assisting with Mobility"
847,"EN","bed","open_1","i find it acceptable becasue the robot is a complement to human workforce. It needsto be operated by a human nurse. It does not replace the human nurse in the healthcare setting just helps them complete the physically challenging task. I would not trust it working independently.","Helping Patients into Bed"
847,"EN","bed","open_2","My concern would be that hospitals would use it to justify cost cutting and replace human workforce with these robots.","Helping Patients into Bed"
847,"EN","bed","open_3","The above issue should be considered and the robot should be developed to not work independently without a human operator.","Helping Patients into Bed"
847,"EN","ds","open_1","I would accept this robot becasue it is helping nurses be more productive. It just autonomously completes simple delivery tasks between locations.","Delivering Supplies"
847,"EN","ds","open_2","No ethical issues here","Delivering Supplies"
847,"EN","ds","open_3","No need to consider ethical issue","Delivering Supplies"
847,"EN","mvs","open_1","This robot makes the workflow easier. The human nurses can address the more dificult tasks while the robots can take simple vitals peridoically. I would definitely accept this in a helthcare setting.","Monitoring Vital Signs"
847,"EN","mvs","open_2","Again, the etical issue I see is that hospitals may use this to reduce workforce.","Monitoring Vital Signs"
847,"EN","mvs","open_3","Make sure the results cannot be tampered with.","Monitoring Vital Signs"
848,"EN","am","open_1","I accept the robot because it is simply making the medical professionals' jobs easier by taking the physical toll off of them.  It supports their work and makes the therapy more effective for the patient.","Assisting with Mobility"
848,"EN","am","open_2","The only risk I could see is a malfunction during care that could injure the patient.  This risk is not really much different than a human making an error that injures a patient though.","Assisting with Mobility"
848,"EN","am","open_3","The most important ethical issue is that the robots are both safe and effective.  The other is that they don't take so much care off of the human that the human loses focus on their patients.","Assisting with Mobility"
848,"EN","bed","open_1","I accept this robot because it makes the job of the human much safer as it removes the risk of injury.  It should also make the patient safer as it is less likely to fail and drop the patient than a human.","Helping Patients into Bed"
848,"EN","bed","open_2","The only risk/concern I see if injury to the patient should something go wrong with the robot.  This is no different than the risk if a human accidently drops a patient, though.","Helping Patients into Bed"
848,"EN","bed","open_3","I don't see any ethical concerns with this robot because it does still require the care giver to direct it.  It is clearly a helpful and effective robot that should protect both the patient and caregiver.","Helping Patients into Bed"
848,"EN","ds","open_1","I just think it would help save providers time by reducing the amount of trips they have to take to and from the pharmacy.","Delivering Supplies"
848,"EN","ds","open_2","The only risk would be the robot delivering to the wrong place/patient.  However, this is a minimal risk if the professional staff is required to be the person who packs/retrieves the medications from the robot.","Delivering Supplies"
848,"EN","ds","open_3","I don't see any ethical issues with this robot.","Delivering Supplies"
848,"EN","mvs","open_1","I would accept this robot because it could handle the more basic, but still important, tasks and allow the humans to focus on more critical tasks.  It would make the care team more efficient and effective.","Monitoring Vital Signs"
848,"EN","mvs","open_2","The risks are the same as if a human was taking/monitoring vitals.  The robot could misread or misinterpret the vitals.  It could also upload incorrect data to the patients' charts.","Monitoring Vital Signs"
848,"EN","mvs","open_3","I think the main ethical issue is that the robot could be intimidating and/or confusing to some patients.  Without a human present to assist, the patients may not understand how to interact with the robot and that may affect their readings.","Monitoring Vital Signs"
849,"EN","am","open_1","It's very useful","Assisting with Mobility"
849,"EN","am","open_2","No","Assisting with Mobility"
849,"EN","am","open_3","None","Assisting with Mobility"
849,"EN","bed","open_1","The robot can help alot.","Helping Patients into Bed"
849,"EN","bed","open_2","No","Helping Patients into Bed"
849,"EN","bed","open_3","None","Helping Patients into Bed"
849,"EN","ds","open_1","It's very helpful","Delivering Supplies"
849,"EN","ds","open_2","No","Delivering Supplies"
849,"EN","ds","open_3","None","Delivering Supplies"
849,"EN","mvs","open_1","It's very useful","Monitoring Vital Signs"
849,"EN","mvs","open_2","No","Monitoring Vital Signs"
849,"EN","mvs","open_3","None","Monitoring Vital Signs"
850,"EN","am","open_1","This robot could definelty help take burden off staff and emplower familes to continue therapy at home.","Assisting with Mobility"
850,"EN","am","open_2","This robot would need to be safe and lacking in bugs that could harm the patient.","Assisting with Mobility"
850,"EN","am","open_3","None that I can think of. Aslong as it protected patient information.","Assisting with Mobility"
850,"EN","bed","open_1","I think it could be helpful in some situtaions. I think it should be a tool used in certain circumstances, but not always.","Helping Patients into Bed"
850,"EN","bed","open_2","The robot could be unresponsive to the needs of the patient, humans are better at adjusting their manuvers to help to patient painlessly transition from bed to chair.","Helping Patients into Bed"
850,"EN","bed","open_3","I think the robot will be blamed for pain caused to patients during the procedure. It is not able to adjust ot patient pain.","Helping Patients into Bed"
850,"EN","ds","open_1","I would not want to see this robot implemented, it is bluky and slow and could block the hallways incase of emergencies.","Delivering Supplies"
850,"EN","ds","open_2","Patient transporation could be slowed by this, which could lead to serious issues for patient safety.","Delivering Supplies"
850,"EN","ds","open_3","This could lead to patients not getting the care they need in an appropriate time.","Delivering Supplies"
850,"EN","mvs","open_1","This robot would be very helpful to nurse staff and could make vital checking and more routine tasks much more effiecient.","Monitoring Vital Signs"
850,"EN","mvs","open_2","Patient data would need to be protected, the robot would need to be as bug free as possible and have mechanisms to catch readings that do not make sense and then alert a human proffesional.","Monitoring Vital Signs"
850,"EN","mvs","open_3","No real ethical issues but the robot would need to be cleaned properly between patient visits as it is another surface that could cause infection.","Monitoring Vital Signs"
852,"EN","am","open_1","Anything to help disables people","Assisting with Mobility"
